PSNR,MSE,SSIM,TSI,WS,CS,KL,HistI,HistC,CPL,SSS,VAE_RE,VIF,label
9.290871715010953,7655.8460087159865,0.8361020372354557,0.0,88.39311627382337,0.656223475933075,10.749403953552246,0.05201689898967743,-0.10014989835645367,0.16259805858135223,0.76708984375,0.011157111264765263,15.508111000061035,0
12.267781291510646,3857.4671091092687,0.9081466975978539,0.0,55.18488915474504,0.38528889417648315,7.6302924156188965,0.40216439962387085,0.06509891322552974,0.23331668972969055,0.171844482421875,0.011764821596443653,11.008185386657715,0
14.685011794197735,2210.9513246704932,0.8757879681675846,0.0,41.1622091145336,0.6897016763687134,10.01862621307373,0.3337850868701935,0.043632807544828456,0.15939979255199432,0.9802398681640625,0.010047903750091791,14.453824043273926,0
11.732441004862299,4363.512861394558,0.7076120979088023,-0.004394112602563986,36.43644373054243,0.33972635865211487,3.381321907043457,0.24956154823303223,0.28892988205702397,0.22305241227149963,1.0,0.008692122297361493,4.878216743469238,0
17.077421034220812,1274.4953563456634,0.7966287082855479,0.6936187384860346,34.62936476249706,0.8235718607902527,1.9049181938171387,0.6395487785339355,0.07296914561799471,0.16019569337368011,0.9009552001953125,0.02716461569070816,2.748216390609741,0
10.855513226367687,5339.849762170493,0.966546128148984,0.2768047688757355,12.361328264302829,0.4825572967529297,0.6724966764450073,0.6420400142669678,0.59850509453659,0.3881340026855469,0.68695068359375,0.021185414865612984,0.970207691192627,0
18.28675305009301,964.7283827593537,0.8784996729951906,0.0,23.1520647292286,0.6664348840713501,7.445248603820801,0.3936144709587097,0.185170627994068,0.15850381553173065,0.9522781372070312,0.009199050022289157,10.74122428894043,0
17.96476534527161,1038.971958705357,0.9485434765767476,0.4057514933506851,16.23969639864024,0.8237752318382263,2.506560802459717,0.7044403553009033,0.7647958882153731,0.1246759444475174,0.9930038452148438,0.014450059738010168,3.616203784942627,0
17.44886235861054,1170.0222616390306,0.8036782931161064,0.0,19.940290237149117,0.3408622443675995,16.994617462158203,0.05171795189380646,0.10775089105228705,0.11413715779781342,0.8281707763671875,0.007311576046049595,24.518049240112305,0
12.288624441495129,3838.9982727465986,0.7917378156880577,0.0,46.707110963668995,0.5702868103981018,5.936826705932617,0.2359095960855484,0.1223781843657276,0.2575768530368805,0.03363800048828125,0.011496556922793388,8.565030097961426,0
18.624075557549354,892.6327261373299,0.7775264970154205,0.0,22.3001435142503,0.44190990924835205,11.359582901000977,0.31028780341148376,0.5200547042918201,0.16297303140163422,1.0,0.006861936068162322,16.388412475585938,0
12.171951634390082,3943.5304395195576,0.9281912422508628,0.4761071325837807,13.696647867602834,0.6012066602706909,0.23860594630241394,0.7640306353569031,0.7206308786990628,0.24461524188518524,0.20964813232421875,0.013303740881383419,0.34423571825027466,0
